Codi_centre;Denominació_completa;Adreça;Telèfon;E-mail_centre;Nom_municipi;Nom_comarca;Codi_SSTT
8073314;GBSB Global Business School Malta;c. Teodor Llorente, 16-18;972220122;a8073314@xtec.cat;;;0
8073326;Institut Escola de Torrelles;c. Professor Castelló, 24;972239942;a8073326@xtec.cat;;;0
8073338;EB privada Xip-Xap;c. Pintor Velázquez, 22-32;972417676;a8073338@xtec.cat;;;0
8073363;IEM-Institut d'Estudis Mèdics;c. Comte d'Urgell, 131;972212745;a8073363@xtec.cat;;;0
8073375;Llar inf. rural Montxic;c. de Sant Jordi, 92;972207279;a8073375@xtec.cat;;;0
8073387;Disseny i Patronatge Guerrero;pça. del Repartidor, 1-2;972237037;a8073387@xtec.cat;;;0
8073430;Tu-tut;c. Sant Pau, 111;972200100;a8073430@xtec.cat;;;0
8073454;Synergy International Christian School;ctra. de Barcelona, 150, local;972201992;a8073454@xtec.cat;;;0
8073466;Escola de la Vila;c. Sant Ignasi de Loiola, 112;972864469;a8073466@xtec.cat;;;0
8073508;Institut Escola Maria Miret;c. Provença, 11 (Recinte de La Model);972554620;a8073508@xtec.cat;;;0
8073511;Institut Escola Projecte;c. Mare de Déu del Carme, 16;972565301;a8073511@xtec.cat;;;0
8073533;Institut Escola El Molí;c. de Sant Onofre, 31;972830339;a8073533@xtec.cat;;;0
8073545;Institut Miquel Biada;rbla. Fabra i Puig, 45;972130019;a8073545@xtec.cat;;;0
8073569;Escola Castellfollit del Boix-ZER Tres Branques;c. Puigmal, 16;972380495;a8073569@xtec.cat;;;0
8073570;Institut de Logística de Barcelona;av. del Castell, 42;972528207;a8073570@xtec.cat;;;0
8073582;Teknós_UManlleu;av. de la Clota, 3;972896224;a8073582@xtec.cat;;;0
8073594;Centre de Formació Eqüestre Canet de Mar;c. Navas de Tolosa, 358, ent. 5a.;972366869;a8073594@xtec.cat;;;0
8073600;Upetita;c. Tellinaires, 59-61;972364740;a8073600@xtec.cat;;;0
8073624;A. Hospitalària Hospital de Dia per a adolescents (HDA);Campus de la UAB, Edifici SAF 3;972544242;a8073624@xtec.cat;;;0
8073636;Escola de Dansa Dansa't del Ges;c. Artesania, 102;972858065;a8073636@xtec.cat;;;0
8073648;Escola Bressol Municipal Els Gats;c. Castanyer, 41;972498292;a8073648@xtec.cat;;;0
8073651;Escola de Dansa La Salle Bonanova;c. Verge de la Mercè, 16;972680462;a8073651@xtec.cat;;;0
8073661;Alba Centro de Formación;av. Compte Ramon Berenguer, 138;972687535;a8073661@xtec.cat;;;0
8073685;Campus Motor Anoia;c. Mare de Déu dels Àngels, 90;972304769;a8073685@xtec.cat;;;0
8073697;CFA Municipal de Malgrat de Mar;c. Mare de Déu de Montserrat, 36;972553552;a8073697@xtec.cat;;;0
8073703;Llar d'infants Petits Bruc;rbla. de la Mina, 36;972260421;a8073703@xtec.cat;;;0
8073715;Poblenou Escola de Dansa;c. Cintaires, 30-32;972261044;a8073715@xtec.cat;;;0
8073727;MAB Dance Center;c. Montevideo, 31;972266157;a8073727@xtec.cat;;;0
8073739;Ilerna Barcelona;av. Cubelles, 112;972260212;a8073739@xtec.cat;;;0
8073740;Centro de Formación Profesional Universae;c. Zuric, 12, local 9-10;972267000;a8073740@xtec.cat;;;0
8073764;Escola Bressol El Ginjoler-Fundació Pere Tarrés;Riera de Sant Pere, 60;972262200;a8073764@xtec.cat;;;0
8073788;Joviat II;c. Amàlia Soler, 29;972260712;a8073788@xtec.cat;;;0
8073791;Esc. de Música Centre d'Estudis Musicals Cal Maristany;c. Esquiladors, 35;972261391;a8073791@xtec.cat;;;0
8073818;CEAC de Formació Professional;pça. Canigó, 7;972262565;a8073818@xtec.cat;;;0
8073843;Institut Escola de Badia;rbla. del Garraf, 14-16;972525513;a8073843@xtec.cat;;;0
8073867;Institut Escola Feixes;pg. Maragall, 260-262;972446176;a8073867@xtec.cat;;;0
8073910;Escola Nova de Badia;c. Francesc Layret, 78-82;972610882;a8073910@xtec.cat;;;0
8073922;CIB-Culinary Institute of Barcelona;c. Mossèn Josep Duran, 8-10;972300924;a8073922@xtec.cat;;;0
8073934;Escola Segre;c. Quevedo, 14-21;972300204;a8073934@xtec.cat;;;0
8073946;Institut TIC de Barcelona;c. Entença, 219-225, pl. baixa, 2-3;972300739;a8073946@xtec.cat;;;0
8073958;Institut de Tècniques Audiovisuals i de l'Espectacle de BCN;c. Modistes, 8;972302898;a8073958@xtec.cat;;;0
8073961;AESA Prep Academy of Barcelona;av. de Frederic Rahola, 2-8;972301042;a8073961@xtec.cat;;;0
8073983;Institut Escola El Cabrerès;c. Roger de Flor, 217-219;972301079;a8073983@xtec.cat;;;0
8074008;Barcelona Vitae Nou Barris;c. Consell de Cent, 550;972300323;a8074008@xtec.cat;;;0
8074011;Escola Bressol El Camí Feliç ZAL Port;c. Encarnació, 61;972314344;a8074011@xtec.cat;;;0
8074021;Aula Compàs;c. Numància, 153-161;972314236;a8074021@xtec.cat;;;0
8074033;Josep Pons Internacional;c. Llacuna, 87-101;972314286;a8074033@xtec.cat;;;0
8074045;Harbour Space Ensenyaments Superiors;c. Nou Barris, 12;972530748;a8074045@xtec.cat;;;0
8074057;Barcelona Academy of Art;pg. de Mollerussa, 1;972636439;a8074057@xtec.cat;;;0
8074069;A. Hospitalària URPI Hospital Universitari Germans Trias i Pujol;c. Pedrosa, 16;972552039;a8074069@xtec.cat;;;0
8074070;IBP Formació Professional;c. Doctor Fleming, 24;972488540;a8074070@xtec.cat;;;0
8074082;Centre d'estudis professionals LCI Barcelona;c. Entença, 155;972538084;a8074082@xtec.cat;;;0
8074100;Escola de Dansa Asisebaila Dance Studio;rda. de Rafael Estrany, 60;972448041;a8074100@xtec.cat;;;0
8074124;Esc. de Música Vozes;rda. dels Països Catalans, 30;972736201;a8074124@xtec.cat;;;0
8074151;Escola Lluís Marià Vidal;av. Prat de la Riba, 77;972529038;a8074151@xtec.cat;;;0
8074161;Escola Vilademany;av. República Argentina, 1 A;972574017;a8074161@xtec.cat;;;0
8074173;Escola la Branca - ZER Montgrí;c. Vallespir, 32;972574629;a8074173@xtec.cat;;;0
8074197;Escola del Far d'Empordà;c. Folch i Torras, 50;972390760;a8074197@xtec.cat;;;0
8074215;Escola Bac de Cerdanya;c. Sant Lluís, 21 (ed. Can Valls);972126432;a8074215@xtec.cat;;;0
8074227;Escola Gaspar de Queralt;c. Doctor Buxó, 20;972141026;a8074227@xtec.cat;;;0
8074240;FEDAC - Anglès;c. Agricultura, 232;972880384;a8074240@xtec.cat;;;0
8074252;Escola Doctor Carulla;av. del Litoral, 86;972469381;a8074252@xtec.cat;;;0
8074264;Vedruna Arbúcies;c. Can Tries, 20-24;972870289;a8074264@xtec.cat;;;0
8074276;Escola Fluvianets;c. General Casta¦os, 28;972700451;a8074276@xtec.cat;;;0
8074291;Escola Gonçal Comellas;c. Enric Borràs, 30;972700152;a8074291@xtec.cat;;;0
8074318;Escola Doctor Arruga;c. Consell de Cent, 467-469;972700061;a8074318@xtec.cat;;;0
8074321;Casa Nostra;c. Carrasco i Formiguera, 12,baix.1-2;972856111;a8074321@xtec.cat;;;0
8074331;Institut Pere Alsius i Torrent;c. Josep Argila, 39 (Can Lletres);972266944;a8074331@xtec.cat;;;0
8074355;Escola Pla de l'Ametller;av. Josep Tarradellas, 171-177;972477133;a8074355@xtec.cat;;;0
8074367;Institut Josep Brugulat;c. de la Princesa, 95;972257397;a8074367@xtec.cat;;;0
8074379;Escola de la Vila Baldiri Reixac;c. Baldiri Reixac, 4-8;972256267;a8074379@xtec.cat;;;0
8074380;Escola Joan Reglà;pg. de Can Feu, 17-23;972238619;a8074380@xtec.cat;;;0
8074392;Escola El Rajaret - ZER Montgrí;pg. Issaac Albéniz, s/n (urb.Vallpineda);972405702;a8074392@xtec.cat;;;0
8074410;Escola Doctor Sobrequés;c. Almogàvers, 135;972241757;a8074410@xtec.cat;;;0
8074434;Escola Joan de Margarit;c. Príncep de Viana, s/n;972233681;a8074434@xtec.cat;;;0
8074446;Escola Carles Faust;pg. de Ramon Berenguer III, 130;972240246;a8074446@xtec.cat;;;0
8074461;Santa Maria;rda. Sant Oleguer, 76;972235637;a8074461@xtec.cat;;;0
8074471;Escola Mossèn Joan Batlle;av. Carmen Amaya, 44;972563432;a8074471@xtec.cat;;;0
8074495;Institut Sa Palomera;av. Onze de setembre, 107, baixos;972321126;a8074495@xtec.cat;;;0
8074501;Escola de Bordils;c. Aiguablava, 121;972320435;a8074501@xtec.cat;;;0
8074513;Escola Sant Andreu de Borrassà;c. Dr. Santponç, 58;972321381;a8074513@xtec.cat;;;0
8074537;Escola Santa Cecília - ZER Les Salines;av. Can Graells, 35;972820118;a8074537@xtec.cat;;;0
8074549;Escola Sant Esteve;ptge. Riu Onyar, 5-7;972320071;a8074549@xtec.cat;;;0
8074550;Escola Pere Rosselló;c. de Veneçuela, 86;972444096;a8074550@xtec.cat;;;0
8074574;Institut Puig Cargol;av. Diagonal, 145, local 3;972428182;a8074574@xtec.cat;;;0
8074586;Escola Llevantí de Mar;c. Cardenal Tedeschini, 24;972216637;a8074586@xtec.cat;;;0
8074598;Escola Pirineu;c. Jaume I, 7-9;972868729;a8074598@xtec.cat;;;0
8074604;Escola Doctor Robert;c. Jaume I, 15-45 (Esc. Els Picots);972868146;a8074604@xtec.cat;;;0
8074628;Escola Els Dòlmens - ZER Requesens;c. Pare Casals, 2;972687401;a8074628@xtec.cat;;;0
8074631;Escola Puig d'Arques;pg. Pere III, 35;972798028;a8074631@xtec.cat;;;0
8074641;La Salle de Cassà;av. Esplugues, 40;972702073;a8074641@xtec.cat;;;0
8074677;Escola Castellroc;c. Fra Luis de León, 200;972568187;a8074677@xtec.cat;;;0
8074689;Escola Ruiz Amado;ctra. de Castellar, km. 20,3 (Can Salas);972747156;a8074689@xtec.cat;;;0
8074707;Escola Vall d'Aro;c. Tibidabo, s/n;662360484;a8074707@xtec.cat;;;0
8074732;Escola Els Estanys;av. Marquès de Mont-Roig, 178;972641717;a8074732@xtec.cat;;;0
8074744;Escola L'Aulet;av. Pius XII, s/n;972840927;a8074744@xtec.cat;;;0
8074771;Escola L'Aixart;pl. del Cadí, s/n;972840294;a8074771@xtec.cat;;;0
8074781;Escola Mossèn Josep Maria Albert - ZER Empordà;pg. de les Deus, 17;972837752;a8074781@xtec.cat;;;0
8074793;Escola Puig d'Esquers - ZER Cap de Creus;c. Gaspar, 1-13;972680059;a8074793@xtec.cat;;;0
8074801;Escola La Vall del Terri;c. Jesús, 95-115;972290777;a8074801@xtec.cat;;;0
8074811;Escola El Rodonell;C. Miquel Bleach, 24;972170718;a8074811@xtec.cat;;;0
8074823;Escola Les Gavarres - ZER Empordanet-Gavarres;av. Burriac, 33;972794087;a8074823@xtec.cat;;;0
8074835;Escola Mont-roig - ZER Requesens;c. Consolat del Mar, s/n;972421605;a8074835@xtec.cat;;;0
8074847;Escola Empúries;camí de la riera de Dalt, s/n;972593060;a8074847@xtec.cat;;;0
8074859;Escola Antoni Balmanya - ZER Requesens;ptge. Dr. Moragas, 243;972853165;a8074859@xtec.cat;;;0
8074860;Escola Carles de Fortuny;c. Prat de la Riba, s/n;972751447;a8074860@xtec.cat;;;0
8074872;Escola Salvador Dalí;c. Sant Jaume, 30;972757272;a8074872@xtec.cat;;;0
8074884;Escola Josep Pous i Pagès;av. Catalunya, 16;972758416;a8074884@xtec.cat;;;0
8074896;Escolàpies Figueres;C. Arenys de Mar, 2;972687115;a8074896@xtec.cat;;;0
8074902;Institut Ramon Muntaner;c. Indústria, 6;972341368;a8074902@xtec.cat;;;0
8074914;Escola agrària de l'Empordà;c. de la Riba, 90;972760616;a8074914@xtec.cat;;;0
8074926;Escola Joaquim Cusí i Furtunet;ctra. de Sant Cugat a Rubí, 107;972760303;a8074926@xtec.cat;;;0
8074938;Escola Les Moreres;c. Anoia, 2C;972690375;a8074938@xtec.cat;;;0
8074941;Escola Forn d'Anells;c. Joan Fiveller, 11-13, 1a planta;972693209;a8074941@xtec.cat;;;0
8074951;Escola Teresa de Pallejà;av. Doctor Sanmartí, s/n;972793006;a8074951@xtec.cat;;;0
8074987;Escola de Garrigàs - ZER Empordà;c. Pas de Piles, 1;938551277;a8074987@xtec.cat;;;0
8074999;Escola Joaquim Gifre;c. Roger de Flor, 291;972850103;a8074999@xtec.cat;;;0
8075013;Escola Santa Coloma - ZER Cerdanya;c. L'Estrella, 37;972505504;a8075013@xtec.cat;;;0
8075025;Les Alzines;c. Cartagena, 157-159;972242612;a8075025@xtec.cat;;;0
8075037;Escola Eiximenis;c. Aurora, 24;972765082;a8075037@xtec.cat;;;0
8075050;Escola Annexa - Joan Puigbert;av. Jaume Campmajor, 9;972561002;a8075050@xtec.cat;;;0
8075062;Escola Joan Bruguera;c. València, 500;938848087;a8075062@xtec.cat;;;0
8075074;Escola Verd;Gran Via Fontpineda, 2;972546311;a8075074@xtec.cat;;;0
8075104;Escola Montjuïc;c. Manso, 37;972530039;a8075104@xtec.cat;;;0
8075116;Escola Pla de Girona;c. Vallespir, 2, local 3;972740025;a8075116@xtec.cat;;;0
8075128;Doctor Masmitjà;c. Aragó, 179, baixos;621227231;a8075128@xtec.cat;;;0
8075131;Vedruna Girona;ctra. de Rubí, 227/c.Germà Joaquim, 128;972525525;a8075131@xtec.cat;;;0
8075141;FEDAC - Sant Narcís;av. dels Llimoners, 34;972547061;a8075141@xtec.cat;;;0
8075153;Maristes Girona;c. Dr. Ferran, 74-76;972473286;a8075153@xtec.cat;;;0
8075165;Bell-lloc del Pla;c. Major, 37-39;972529291;a8075165@xtec.cat;;;0
8075177;CEE Font de l'Abella;c. Marquès de Setmenat, 35-37;972233988;a8075177@xtec.cat;;;0
8075189;Institut Jaume Vicens Vives;c. de l'Església, 1;972219992;a8075189@xtec.cat;;;0
8075190;Institut Montilivi;c. de la vinya / Carrer núm 2;973235535;a8075190@xtec.cat;;;0
8075207;Institut Escola d'Hostaleria i Turisme de Girona;av. del Marquès de Sant Morí, 251;972505674;a8075207@xtec.cat;;;0
8075219;Montessori-Palau;c. Abat Odó, 38-40, baixos;972272316;a8075219@xtec.cat;;;0
8075220;Escola Carme Auguet;av. Puigfred, 13;972257535;a8075220@xtec.cat;;;0
8075232;FEDAC - Pont Major;av. Josep Molins, 11-19;972501514;a8075232@xtec.cat;;;0
8075244;Escola Josep Dalmau i Carles;c. Lluis Millet, 22-26;972421207;a8075244@xtec.cat;;;0
8075256;Escola de Vila-roja;c. Esglèsia, 82;972212612;a8075256@xtec.cat;;;0
8075268;Escola Mare de Déu dels Socors;c. Mossèn Jaume Guixà, 26-28;972869358;a8075268@xtec.cat;;;0
8075271;Escola Josep Peñuelas del Rio;c. José Badrena, 13;972226170;a8075271@xtec.cat;;;0
8075281;Escola Montserrat Vayreda i Trullol;pl. Roviretes, 1;972218550;a8075281@xtec.cat;;;0
8075293;Escola Lacustària;c. Verdaguer, s/n;972333568;a8075293@xtec.cat;;;0
8075301;Escola Les Moreres - ZER Vall de Ter;c. Coves d'en Cimany, 42-54;972430347;a8075301@xtec.cat;;;0
8075311;Escola de Llers;c. 1 d'octubre de 2017, 1;972365329;a8075311@xtec.cat;;;0
8075323;Escola Jaume I - ZER Cerdanya;c. Campoamor-Goya s/n;972323050;a8075323@xtec.cat;;;0
8075335;Escola Pere Torrent;ctra. Sant Cugat-Papiol, s/n;972202776;a8075335@xtec.cat;;;0
8075359;Escola Les Salines - ZER Les Salines;c. Castanyers, s/n;972170794;a8075359@xtec.cat;;;0
8075360;Escola Santa Fe;c. de Joan Miró, 13-15;972330701;a8075360@xtec.cat;;;0
8075372;Escola Finestres;c. Segre, 34;972213939;a8075372@xtec.cat;;;0
8075384;Escola Mont Cós - ZER El Llierca;c. Farners, 60-72;972315769;a8075384@xtec.cat;;;0
8075396;Escola Torres Jonama;c. Eugeni d'Ors, 2;972513480;a8075396@xtec.cat;;;0
8075402;Escola Joaquim Vallmajó;c. Balmes, 1;972702323;a8075402@xtec.cat;;;0
8075414;Escola Malagrida;c. Dr. Aymerich i Gilabertó, 35;972714176;a8075414@xtec.cat;;;0
8075426;Escola Pla de Dalt;av. Francesc Ferrer i Guàrdia, 16;972200129;a8075426@xtec.cat;;;0
8075441;Escola Volcà Bisaroques;c. València, 252;972574271;a8075441@xtec.cat;;;0
8075451;Escola Pia d'Olot;c. de Esquiladors, 13;972219100;a8075451@xtec.cat;;;0
8075463;Institut Montsacopa;c. Corró, 187;972400710;a8075463@xtec.cat;;;0
8075475;Institut La Garrotxa;c. Escorial, 169;972611990;a8075475@xtec.cat;;;0
8075505;Petit Plançó;c. Londres, 9, baixos;972895055;a8075505@xtec.cat;;;0
8075529;Escola Sant Roc;c. Salvador Espriu, 15;972509653;a8075529@xtec.cat;;;0
8075530;Escola Maria Pagès i Trayter;c. Davant del Portal Nou, s/n;972850808;a8075530@xtec.cat;;;0
8075542;Escola La Vall;c. Comte Borrell, 159;972212838;a8075542@xtec.cat;;;0
8075554;Escola Josep Barceló i Matas;ctra. de Cirera, 230;972401976;a8075554@xtec.cat;;;0
8075578;Prats de la Carrera;c. Potosí, 38;972369215;a8075578@xtec.cat;;;0
8075581;Vedruna Palafrugell;c. Floridablanca, 18-20;972841765;a8075581@xtec.cat;;;0
8075591;LLI privada Ca la Tulita;c. Josep Serra i Sió, 20;972330241;a8075591@xtec.cat;;;0
8075608;Institut Frederic Martí i Carreras;c. Costa d'en Paratge, 16;972721315;a8075608@xtec.cat;;;0
8075611;Institut Baix Empordà;av. Mas Milà, s/n;972213118;a8075611@xtec.cat;;;0
8075621;Escola La Vila;c. Berlín, 2;972574465;a8075621@xtec.cat;;;0
8075633;Vedruna Palamós;c. Constitució, s/n;972210671;a8075633@xtec.cat;;;0
8075645;Escola Martí Inglès;c. del Carrilet, 8;972642910;a8075645@xtec.cat;;;0
8075657;Escola Quermany;c. Longitudinal 4, 22;972772128;a8075657@xtec.cat;;;0
8075669;Escola Pau;c. Parlament Català, 1;972287059;a8075669@xtec.cat;;;0
8075670;Escola Pedra Blanca - ZER Empordanet-Gavarres;av. Sabadell, 3;972270044;a8075670@xtec.cat;;;0
8075682;Escola Núria Morer i Pi - ZER Comte Arnau;Torrent de Santa Anna, 44;972304215;a8075682@xtec.cat;;;0
8075694;Escola Tramuntana - ZER Empordà;pça. Santiago Rusi¦ol, s/n;972821393;a8075694@xtec.cat;;;0
8075700;Escola L'Entorn;c. Elisabets, 8-10;972241410;a8075700@xtec.cat;;;0
8075712;Escola Frigolet;c. Sicília, 249;972262403;a8075712@xtec.cat;;;0
8075724;Escola Les Clisques - ZER Cap de Creus;c. Comte d'Urgell, 262;972602344;a8075724@xtec.cat;;;0
8075736;Escola Alfons I;c. Aldana, 1;972150567;a8075736@xtec.cat;;;0
8075748;Vedruna Puigcerdà;c. dels Esquiladors, 13;972842105;a8075748@xtec.cat;;;0
8075785;Escola Santa Margarida;c. de la Vinyeta, 15-17;972231919;a8075785@xtec.cat;;;0
8075797;Salesians Ripoll;av. Paral·lel, 54;972476065;a8075797@xtec.cat;;;0
8075803;Vedruna Ripoll;av. Vilanova, 32;972428200;a8075803@xtec.cat;;;0
8075815;Escola Lluís Castells;c. de la Ciutat de Granada, 53-57;972511798;a8075815@xtec.cat;;;0
8075840;Escola de Riudellots de la Selva;c. Comte Borrell, 334-336;972400092;a8075840@xtec.cat;;;0
8075888;Centre escolar Empordà;c. Gabriel i Galán, 28, baixos B;972250388;a8075888@xtec.cat;;;0
8075891;Escola Narcís Monturiol;c. Comercial, 17;972468783;a8075891@xtec.cat;;;0
8075918;Escola Silvestre Santaló;c. Perú, 176;972565327;a8075918@xtec.cat;;;0
8075921;Pompeu Fabra;c. Santaló, 36;972641605;a8075921@xtec.cat;;;0
8075943;Vilagran;ctra. Nacional, 150, km 617, Ed. Cristal;972730836;a8075943@xtec.cat;;;0
8075955;FEDAC - Salt;ctra.Sabadell a Matadepera (BV-1248) Km6;972823018;a8075955@xtec.cat;;;0
8075967;Escola La Farga;Camí de Can Gòmis, s/n;972473125;a8075967@xtec.cat;;;0
8075979;Escola Sant Sebastià - ZER Requesens;c. de Londres, 6, porta 9;972624304;a8075979@xtec.cat;;;0
8075992;Escola Gaziel;Rial de Sa Clavella, 117;972554704;a8075992@xtec.cat;;;0
8076017;Cor de Maria - Sant Josep;c. del Castell 25, baixos;972507908;a8076017@xtec.cat;;;0
8076029;Institut Sant Elm;c. de l'Amor, 2;972460630;a8076029@xtec.cat;;;0
8076030;Institut de Sant Feliu de Guíxols;c. Escolapi Càncer, 4-6;972331005;a8076030@xtec.cat;;;0
8076054;Escola Mossèn Baldiri Reixach;Camí Tanques, 70;972141250;a8076054@xtec.cat;;;0
8076078;Escola Rocalba;Gran de Gràcia, 221-223;972858849;a8076078@xtec.cat;;;0
8076091;Escola Agustí Gifre;c. Can Roure, 2-10;972503362;a8076091@xtec.cat;;;0
8076108;Escola Taialà;c. Aragó 175-179, 2ª planta;972701150;a8076108@xtec.cat;;;0
8076111;Escola Guilleries;c. Transversal 14, 11;972305576;a8076111@xtec.cat;;;0
8076145;Escola Les Escomes;Can Balasch de Baix, s/n;972331460;a8076145@xtec.cat;;;0
8076157;Escola de Vallfogona de Ripollès - ZER Comte Arnau;ctra. de Barcelona, 82-88, locals 3 i 4;972884642;a8076157@xtec.cat;;;0
8076169;Escola Vallgarriga;c. Salvador Espriu, 73-75;972740137;a8076169@xtec.cat;;;0
8076170;Escola Els Pinets - ZER Vall de Ter;c. Sicília, 190, Planta baixa;972367002;a8076170@xtec.cat;;;0
8076194;Escola Llagut;c. Piferrer, 6-8;972853371;a8076194@xtec.cat;;;0
8076200;Escola La Pedra Dreta - ZER Empordanet-Gavarres;c. Salcillo, 6-8 /ctra.Bellaterra, 23-25;972477136;a8076200@xtec.cat;;;0
8076212;Escola Sant Salvador d'Horta;pg. de Sanllehy, s/n;972428434;a8076212@xtec.cat;;;0
8076224;Escola Pedralta;c. Mas, 20-26;972207292;a8076224@xtec.cat;;;0
8076236;Escola Castanyer;av. Tibidabo, 16;972208047;a8076236@xtec.cat;;;0
8076261;Escola Els Terraprims;c. Molí, 57;972818906;a8076261@xtec.cat;;;0
8076273;Escola Juncadella;c. Puig i Cadafalch, 89;972831051;a8076273@xtec.cat;;;0
8076297;Escola Bora Gran;c. Santa Maria, s/n;972351051;a8076297@xtec.cat;;;0
8076327;Escola Verdaguer;Moll de Barcelona, s/n Ed. Sud, Local 27;972270114;a8076327@xtec.cat;;;0
8076339;Escola Portitxol;c. Baixa Cortada, 1;972267012;a8076339@xtec.cat;;;0
8076340;Escola Guillem de Montgrí;Rial de Teixoneres-Finca Can Torrent, s/;972370385;a8076340@xtec.cat;;;0
8076364;Escola Joan Roura i Parella - ZER El Llierca;av. Universitària, 10;972759242;a8076364@xtec.cat;;;0
8076388;Escola Ignasi Melé i Farré;c. Pere Alegret, 136, local;972254980;a8076388@xtec.cat;;;0
8076391;Escola Puig Rodó - ZER Montgrí;c. de l'Esperança, 32;972125121;a8076391@xtec.cat;;;0
8076406;Escola L'Estany - ZER Empordanet-Gavarres;c. Sant Antoni, 30;972850917;a8076406@xtec.cat;;;0
8076418;Parvulari de Sant Esteve d'en Bas;c. Roger, 48;972841310;a8076418@xtec.cat;;;0
8076421;Escola Verntallat;ctra.N-150, km 2,68 P.ind.Hermes,nau 6;972693426;a8076421@xtec.cat;;;0
8076431;Escola Oliveres Mil·lenàries - ZER Tramuntana;c. Tecnologia, 1;972440363;a8076431@xtec.cat;;;0
8076443;Escola Santa Bàrbara - ZER Els Castells;c. Bruc, 65;972159282;a8076443@xtec.cat;;;0
8076455;Escola Sant Iscle;c. d'Espronceda, 171;972871374;a8076455@xtec.cat;;;0
8076467;Escola Torre d'en Reig;c. Malats, 79-81;972856216;a8076467@xtec.cat;;;0
8076479;Escola Madrenc;c. Santa Carolina, 1;972838198;a8076479@xtec.cat;;;0
8076480;Escola Puig Segalar - ZER Tramuntana;av. del Maresme, 64;972680526;a8076480@xtec.cat;;;0
8076492;Escola de Sant Esteve de Guialbes;c. Arimon, 17;972250768;a8076492@xtec.cat;;;0
8076509;Escola Els Castanyers - ZER Guilleries;c. Campanes, 2-8/c.Muralla S.Francesc,39;972341166;a8076509@xtec.cat;;;0
8076510;Escola Sol i Vent;ptge. Anselm Clavé, 4;972294003;a8076510@xtec.cat;;;0
8076522;Escola Santiago Ratés;c. Salvador Espriu, 38;972751917;a8076522@xtec.cat;;;0
